title,description,Genre,Actors,Poster,imdb_score,tags
Top Boy,"A thrilling and raw crime drama following a gang of drug dealers in Hackney, London - an honest and gripping rendition of inner-city drug and gang culture.","Crime, Drama, Thriller","Shone Romulus, Kano, Micheal Ward, Ashley Walters",https://m.media-amazon.com/images/M/MV5BMjI0MjUzNzc0M15BMl5BanBnXkFtZTgwMjk3NDAzNzE@._V1_SX300.jpg,8.4,"A thrilling and raw crime drama following a gang of drug dealers in Hackney, London - an honest and gripping rendition of inner-city drug and gang culture.SHOWCrime, Drama, ThrillerGBShone Romulus, Kano, Micheal Ward, Ashley Walters"
Top Boy,"A thrilling and raw crime drama following a gang of drug dealers in Hackney, London - an honest and gripping rendition of inner-city drug and gang culture.","Crime, Drama, Thriller","Shone Romulus, Kano, Micheal Ward, Ashley Walters",https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0MjUzNzc0M15BMl5BanBnXkFtZTgwMjk3NDAzNzE@._V1_SX300.jpg,8.4,"A thrilling and raw crime drama following a gang of drug dealers in Hackney, London - an honest and gripping rendition of inner-city drug and gang culture.SHOWCrime, Drama, ThrillerGBShone Romulus, Kano, Micheal Ward, Ashley Walters"
Arrow,"Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.","Action, Adventure, Crime, Drama, Mystery, Sci-Fi","Emily Bett Rickards, David Ramsey, Katie Cassidy, Stephen Amell",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3OTc3OTg4MV5BMl5BanBnXkFtZTgwMjE5MTIxMDI@._V1_SX300.jpg,7.5,"Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.SHOWAction, Adventure, Crime, Drama, Mystery, Sci-FiUSEmily Bett Rickards, David Ramsey, Katie Cassidy, Stephen Amell"
The Legend of Korra,"Avatar Korra, a headstrong, rebellious, feisty young woman who continually challenges and breaks with tradition, is on her quest to become a fully realized Avatar. In this story, the Avatar struggles to find balance within herself.","Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi","Janet Varney, Jeff Bennett, Dee Bradley Baker, P.J. Byrne",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2ODAwNTYwOV5BMl5BanBnXkFtZTcwMjU4OTg3OA@@._V1_SX300.jpg,8.4,"Avatar Korra, a headstrong, rebellious, feisty young woman who continually challenges and breaks with tradition, is on her quest to become a fully realized Avatar. In this story, the Avatar struggles to find balance within herself.SHOWAnimation, Action, Adventure, Comedy, Drama, Family, Fantasy, Sci-FiUSJanet Varney, Jeff Bennett, Dee Bradley Baker, P.J. Byrne"
Sword Art Online,"In the near future, a Virtual Reality Massive Multiplayer Online Role-Playing Game (VRMMORPG) called Sword Art Online has been released where players control their avatars with their bodies using a piece of technology called Nerve Gear. One day, players discover they cannot log out, as the game creator is holding them captive unless they reach the 100th floor of the game's tower and defeat the final boss. However, if they die in the game, they die in real life. Their struggle for survival starts now...","Animation, Action, Adventure, Comedy, Drama, Fantasy, Romance, Sci-Fi, Thriller","Haruka Tomatsu, Yoshitsugu Matsuoka, Bryce Papenbrook, Cherami Leigh",https://images-na.ssl-images-amazon.com/images/M/MV5BNTIzMzkzMzEtMjU5OC00NTUzLTkxOGItMGU1NTdjZTE0YjE1XkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_SX300.jpg,7.6,"In the near future, a Virtual Reality Massive Multiplayer Online Role-Playing Game (VRMMORPG) called Sword Art Online has been released where players control their avatars with their bodies using a piece of technology called Nerve Gear. One day, players discover they cannot log out, as the game creator is holding them captive unless they reach the 100th floor of the game's tower and defeat the final boss. However, if they die in the game, they die in real life. Their struggle for survival starts now...SHOWAnimation, Action, Adventure, Comedy, Drama, Fantasy, Romance, Sci-Fi, ThrillerJPHaruka Tomatsu, Yoshitsugu Matsuoka, Bryce Papenbrook, Cherami Leigh"
The Borgias,"Set in 15th century Italy at the height of the Renaissance, The Borgias chronicles the corrupt rise of patriarch Rodrigo Borgia to the papacy, where he proceeds to commit every sin in the book to amass and retain power, influence and enormous wealth for himself and his family.","Crime, Drama, History, Romance","Jeremy Irons, Peter Sullivan, François Arnaud, Holliday Grainger",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1MjY1NjA1MF5BMl5BanBnXkFtZTcwNDU4MTg2Nw@@._V1_SX300.jpg,7.9,"Set in 15th century Italy at the height of the Renaissance, The Borgias chronicles the corrupt rise of patriarch Rodrigo Borgia to the papacy, where he proceeds to commit every sin in the book to amass and retain power, influence and enormous wealth for himself and his family.SHOWCrime, Drama, History, RomanceCA, HU, USJeremy Irons, Peter Sullivan, François Arnaud, Holliday Grainger"
Comedians in Cars Getting Coffee,"Jerry takes his comedy pals out for coffee in a selection of his classic automobiles. Larry David sums it up best when he says, 'You've finally made a show about nothing.'","Comedy, Talk-Show",Jerry Seinfeld,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2OTQ3OTkwMF5BMl5BanBnXkFtZTgwNjAwMzkxOTE@._V1_SX300.jpg,8.0,"Jerry takes his comedy pals out for coffee in a selection of his classic automobiles. Larry David sums it up best when he says, 'You've finally made a show about nothing.'SHOWComedy, Talk-ShowUSJerry Seinfeld"
Lilyhammer,"After Frank The Fixer Tagliano testifies against his Mafia boss in New York, he enters the Witness Protection Program and makes an unusual demand: he wants to be set up with a new life in the Norwegian small town of Lillehammer or as he calls it, Lilyhammer.","Comedy, Crime, Drama","Steinar Sagen, Trond Fausa, Steven Van Zandt, Marian Saastad Ottesen",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5NjAyOTkyM15BMl5BanBnXkFtZTgwNzIzODAwMzE@._V1_SX300.jpg,7.9,"After Frank The Fixer Tagliano testifies against his Mafia boss in New York, he enters the Witness Protection Program and makes an unusual demand: he wants to be set up with a new life in the Norwegian small town of Lillehammer or as he calls it, Lilyhammer.SHOWComedy, Crime, DramaNOSteinar Sagen, Trond Fausa, Steven Van Zandt, Marian Saastad Ottesen"
Blue Exorcist,"Humans live in the world of Assiah, demons in Gehenna. The two dimensions are not meant to interfere with each other, but demons still possess creatures in Assiah in spite of this. The humans who can fight these demons are known as exorcists. Rin Okumura is a boy who bears the curse of being Satan's illegitimate son. His foster father sacrificed himself to save him from demons. To avenge his foster father's death as well as to prove himself, Rin decides to follow the path of an exorcist and defeat his own father, Satan. To hone his raw skills, Rin enters True Cross Academy to train with other exorcist candidates.","Animation, Action, Drama, Family, Fantasy, Horror","Jun Fukuyama, Johnny Yong Bosch, Bryce Papenbrook, Nobuhiko Okamoto",https://images-na.ssl-images-amazon.com/images/M/MV5BNjYyMjhiNTYtN2M3Yy00NTlhLWJkMmEtMzVhOGEyMzNjNTNhXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_SX300.jpg,7.5,"Humans live in the world of Assiah, demons in Gehenna. The two dimensions are not meant to interfere with each other, but demons still possess creatures in Assiah in spite of this. The humans who can fight these demons are known as exorcists. Rin Okumura is a boy who bears the curse of being Satan's illegitimate son. His foster father sacrificed himself to save him from demons. To avenge his foster father's death as well as to prove himself, Rin decides to follow the path of an exorcist and defeat his own father, Satan. To hone his raw skills, Rin enters True Cross Academy to train with other exorcist candidates.SHOWAnimation, Action, Drama, Family, Fantasy, HorrorJPJun Fukuyama, Johnny Yong Bosch, Bryce Papenbrook, Nobuhiko Okamoto"
Cuckoo,"Cuckoo is every parent's worst nightmare - a slacker full of outlandish, New Age ideas. Ken is the over-protective father of a girl who's impulsively married an American hippie on her gap year.",Comedy,"Tyger Drew-Honey, Helen Baxendale, Kenneth Collard, Greg Davies",https://images-na.ssl-images-amazon.com/images/M/MV5BMzY0ODI2OTY3OF5BMl5BanBnXkFtZTgwNDkwNTU3MzE@._V1_SX300.jpg,5.9,"Cuckoo is every parent's worst nightmare - a slacker full of outlandish, New Age ideas. Ken is the over-protective father of a girl who's impulsively married an American hippie on her gap year.SHOWComedyGBTyger Drew-Honey, Helen Baxendale, Kenneth Collard, Greg Davies"
Rita,"Independent, outspoken and adored by her students, private school teacher Rita fares less well with adults.","Comedy, Drama","Lise Baastrup, Nikolaj Groth, Carsten Bjørnlund, Mille Dinesen",https://images-na.ssl-images-amazon.com/images/M/MV5BOTk2NjAzMzQ1Nl5BMl5BanBnXkFtZTgwNzE1MzgxMDE@._V1_SX300.jpg,8.1,"Independent, outspoken and adored by her students, private school teacher Rita fares less well with adults.SHOWComedy, DramaDKLise Baastrup, Nikolaj Groth, Carsten Bjørnlund, Mille Dinesen"
MeatEater,"Hunter, author, cook and conservationist Steven Rinella treks into the world's most remote, beautiful regions, bringing game meat from field to table.",Documentary,Steven Rinella,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwNDMyMDM1OV5BMl5BanBnXkFtZTcwODczNTQ4OA@@._V1_SX300.jpg,7.5,"Hunter, author, cook and conservationist Steven Rinella treks into the world's most remote, beautiful regions, bringing game meat from field to table.SHOWDocumentaryUSSteven Rinella"
Outback Truckers,"Jump in the cab with some of the men and women behind the wheel of monster road trains and reveals what life is really like on the wide-open road. Highly dramatic, often humorous, Outback Truckers reveals the true blue heart and soul of Aussie trucking.","Documentary, Reality-TV",Luke Hewitt,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAzZDUzYWQtNjIzNS00NTY0LWFiNTYtMWQ5ZTA0YTI1OGQzXkEyXkFqcGdeQXVyNzMzMTc2MQ@@._V1_SX300.jpg,7.4,"Jump in the cab with some of the men and women behind the wheel of monster road trains and reveals what life is really like on the wide-open road. Highly dramatic, often humorous, Outback Truckers reveals the true blue heart and soul of Aussie trucking.SHOWDocumentary, Reality-TVAULuke Hewitt"
La Reina del Sur,"After years of blood, sweat and tears, a woman of humble origin ends up becoming a drug trafficking legend, with all that that means...","Action, Crime, Drama, Thriller","Humberto Zurita, Alejandro Calva, Carmen Navarro, Kate del Castillo",https://images-na.ssl-images-amazon.com/images/M/MV5BNDU1OTIyNmMtNDQyMC00YjMyLWFhZmQtNGQ4YTk2OTFhMTQwXkEyXkFqcGdeQXVyMzExOTYyMDg@._V1_SX300.jpg,8.0,"After years of blood, sweat and tears, a woman of humble origin ends up becoming a drug trafficking legend, with all that that means...SHOWAction, Crime, Drama, ThrillerMXHumberto Zurita, Alejandro Calva, Carmen Navarro, Kate del Castillo"
Justin Time,Looking for adventure? Then come along as Justin and his imaginary pals Olive and Squidgy star in the biggest stories of all time. Justin’s imagination catapults him into larger-than-life adventures all around the world!,"Animation, Adventure, Family","Gage Munroe, Jenna Warren, Drew Davis, Scott McCord",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2MDE3OTY1Ml5BMl5BanBnXkFtZTgwNTAxOTcwMzE@._V1_SX300.jpg,6.0,"Looking for adventure? Then come along as Justin and his imaginary pals Olive and Squidgy star in the biggest stories of all time. Justin’s imagination catapults him into larger-than-life adventures all around the world!SHOWAnimation, Adventure, FamilyCAGage Munroe, Jenna Warren, Drew Davis, Scott McCord"
Office Girls,"Office Girls, is a 2011 Taiwanese drama starring Roy Chiu, Alice Ko, James Wen, Tia/Keiko, and Patrick Lee. It started filming in July 2011.

It was first broadcast in Taiwan on free-to-air Taiwan Television every Sunday at 22:00 from 21 August 2011, and cable TV SET Metro every Saturday at 22:00 from 28 August 2011.",Romance,"Roy Chiu, Shu-yao Kuo, Chia-Yen Ko, Patrick Pei-hsu Lee",https://images-na.ssl-images-amazon.com/images/M/MV5BMGQ2NDJkNTctZWMyNy00MTZlLTgwZTctNTI1NzU3N2RlMmQ0XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_SX300.jpg,6.9,"Office Girls, is a 2011 Taiwanese drama starring Roy Chiu, Alice Ko, James Wen, Tia/Keiko, and Patrick Lee. It started filming in July 2011.

It was first broadcast in Taiwan on free-to-air Taiwan Television every Sunday at 22:00 from 21 August 2011, and cable TV SET Metro every Saturday at 22:00 from 28 August 2011.SHOWRomanceTWRoy Chiu, Shu-yao Kuo, Chia-Yen Ko, Patrick Pei-hsu Lee"
"Love, Now","Love, Now is a 72 episode Taiwanese idol romance drama television series created and developed by SETTV. It stars Annie Chen, George Hu as the main leads and Bobby Dou, Harry Chang from Taiwanese band Da Mouth and Vivi Lee as the supporting leads. The drama is set to debut on SETTV and ETTV on 31 October 2012. It ended its last episode on 5 March 2013 with 72 episodes",Romance,"Annie Chen, Yun-ching Li, Mandy Tao, George Hu",https://images-na.ssl-images-amazon.com/images/M/MV5BMjNhOTExYzYtNzM0NC00YjJiLWJjMDAtZDcyZjU1Njk3YmEwXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_SX300.jpg,7.6,"Love, Now is a 72 episode Taiwanese idol romance drama television series created and developed by SETTV. It stars Annie Chen, George Hu as the main leads and Bobby Dou, Harry Chang from Taiwanese band Da Mouth and Vivi Lee as the supporting leads. The drama is set to debut on SETTV and ETTV on 31 October 2012. It ended its last episode on 5 March 2013 with 72 episodesSHOWRomanceTWAnnie Chen, Yun-ching Li, Mandy Tao, George Hu"
Takki,"In Jeddah, Saudi Arabia, a young aspiring filmmaker and his circle of friends grapple with family expectations, gender roles, romance and rivalry.",Drama,Mohammed Balkhi,https://m.media-amazon.com/images/M/MV5BZDdjNDI3YTAtYzhhMy00NDE5LThkZGQtMjhhYmJjYmUwYWJiXkEyXkFqcGdeQXVyNjg2NjkzODc@._V1_SX300.jpg,6.5,"In Jeddah, Saudi Arabia, a young aspiring filmmaker and his circle of friends grapple with family expectations, gender roles, romance and rivalry.SHOWDramaSAMohammed Balkhi"
Outlander,"The story of Claire Randall, a married combat nurse from 1945 who is mysteriously swept back in time to 1743, where she is immediately thrown into an unknown world where her life is threatened. When she is forced to marry Jamie, a chivalrous and romantic young Scottish warrior, a passionate affair is ignited that tears Claire's heart between two vastly different men in two irreconcilable lives.","Drama, Fantasy, Romance","Sam Heughan, Caitriona Balfe, Sophie Skelton, Duncan Lacroix",https://images-na.ssl-images-amazon.com/images/M/MV5BMjMzODc3ODI2M15BMl5BanBnXkFtZTgwNzcwNjk0ODE@._V1_SX300.jpg,8.4,"The story of Claire Randall, a married combat nurse from 1945 who is mysteriously swept back in time to 1743, where she is immediately thrown into an unknown world where her life is threatened. When she is forced to marry Jamie, a chivalrous and romantic young Scottish warrior, a passionate affair is ignited that tears Claire's heart between two vastly different men in two irreconcilable lives.SHOWDrama, Fantasy, RomanceUSSam Heughan, Caitriona Balfe, Sophie Skelton, Duncan Lacroix"
Peaky Blinders,"A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world.","Crime, Drama","Helen McCrory, Paul Anderson, Cillian Murphy, Sophie Rundle",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxODYzNTQzOV5BMl5BanBnXkFtZTgwMTI2MDYwMDE@._V1_SX300.jpg,8.8,"A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world.SHOWCrime, DramaGBHelen McCrory, Paul Anderson, Cillian Murphy, Sophie Rundle"
Attack on Titan,"Several hundred years ago, humans were nearly exterminated by Titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest Titans. Flash forward to the present and the city has not seen a Titan in over 100 years. Teenage boy Eren and his foster sister Mikasa witness something horrific as the city walls are destroyed by a Colossal Titan that appears out of thin air. As the smaller Titans flood the city, the two kids watch in horror as their mother is eaten alive. Eren vows that he will murder every single Titan and take revenge for all of mankind.","Animation, Action, Adventure, Drama, Fantasy, Horror","Josh Grelle, Marina Inoue, Yûki Kaji, Yui Ishikawa",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5ODk1NzUyMl5BMl5BanBnXkFtZTgwMjUyNzEyMTE@._V1_SX300.jpg,9.0,"Several hundred years ago, humans were nearly exterminated by Titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest Titans. Flash forward to the present and the city has not seen a Titan in over 100 years. Teenage boy Eren and his foster sister Mikasa witness something horrific as the city walls are destroyed by a Colossal Titan that appears out of thin air. As the smaller Titans flood the city, the two kids watch in horror as their mother is eaten alive. Eren vows that he will murder every single Titan and take revenge for all of mankind.SHOWAnimation, Action, Adventure, Drama, Fantasy, HorrorJPJosh Grelle, Marina Inoue, Yûki Kaji, Yui Ishikawa"
The Blacklist,"Raymond ""Red"" Reddington, one of the FBI's most wanted fugitives, surrenders in person at FBI Headquarters in Washington, D.C. He claims that he and the FBI have the same interests: bringing down dangerous criminals and terrorists. In the last two decades, he's made a list of criminals and terrorists that matter the most but the FBI cannot find because it does not know they exist. Reddington calls this ""The Blacklist"". Reddington will co-operate, but insists that he will speak only to Elizabeth Keen, a rookie FBI profiler.","Crime, Drama, Mystery, Thriller","Harry Lennix, Diego Klattenhoff, Megan Boone, James Spader",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NTcwNTUxM15BMl5BanBnXkFtZTgwNzU3MDk2OTE@._V1_SX300.jpg,8.0,"Raymond ""Red"" Reddington, one of the FBI's most wanted fugitives, surrenders in person at FBI Headquarters in Washington, D.C. He claims that he and the FBI have the same interests: bringing down dangerous criminals and terrorists. In the last two decades, he's made a list of criminals and terrorists that matter the most but the FBI cannot find because it does not know they exist. Reddington calls this ""The Blacklist"". Reddington will co-operate, but insists that he will speak only to Elizabeth Keen, a rookie FBI profiler.SHOWCrime, Drama, Mystery, ThrillerUSHarry Lennix, Diego Klattenhoff, Megan Boone, James Spader"
The Flash,"After a particle accelerator causes a freak storm, CSI Investigator Barry Allen is struck by lightning and falls into a coma. Months later he awakens with the power of super speed, granting him the ability to move through Central City like an unseen guardian angel. Though initially excited by his newfound powers, Barry is shocked to discover he is not the only ""meta-human"" who was created in the wake of the accelerator explosion -- and not everyone is using their new powers for good. Barry partners with S.T.A.R. Labs and dedicates his life to protect the innocent. For now, only a few close friends and associates know that Barry is literally the fastest man alive, but it won't be long before the world learns what Barry Allen has become...The Flash.","Action, Adventure, Drama, Sci-Fi","Grant Gustin, Tom Cavanagh, Candice Patton, Danielle Panabaker",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3NTgwNTA4NF5BMl5BanBnXkFtZTgwMDQ0MDUxMDI@._V1_SX300.jpg,7.6,"After a particle accelerator causes a freak storm, CSI Investigator Barry Allen is struck by lightning and falls into a coma. Months later he awakens with the power of super speed, granting him the ability to move through Central City like an unseen guardian angel. Though initially excited by his newfound powers, Barry is shocked to discover he is not the only ""meta-human"" who was created in the wake of the accelerator explosion -- and not everyone is using their new powers for good. Barry partners with S.T.A.R. Labs and dedicates his life to protect the innocent. For now, only a few close friends and associates know that Barry is literally the fastest man alive, but it won't be long before the world learns what Barry Allen has become...The Flash.SHOWAction, Adventure, Drama, Sci-FiUSGrant Gustin, Tom Cavanagh, Candice Patton, Danielle Panabaker"
Gotham,"Everyone knows the name Commissioner Gordon. He is one of the crime world's greatest foes, a man whose reputation is synonymous with law and order. But what is known of Gordon's story and his rise from rookie detective to Police Commissioner? What did it take to navigate the multiple layers of corruption that secretly ruled Gotham City, the spawning ground of the world's most iconic villains? And what circumstances created them – the larger-than-life personas who would become Catwoman, The Penguin, The Riddler, Two-Face and The Joker?","Action, Crime, Drama, Mystery, Sci-Fi, Thriller","David Mazouz, Sean Pertwee, Donal Logue, Ben McKenzie",https://images-na.ssl-images-amazon.com/images/M/MV5BMjI5MjAwNTg0NF5BMl5BanBnXkFtZTgwNDk1NTk4OTE@._V1_SX300.jpg,7.8,"Everyone knows the name Commissioner Gordon. He is one of the crime world's greatest foes, a man whose reputation is synonymous with law and order. But what is known of Gordon's story and his rise from rookie detective to Police Commissioner? What did it take to navigate the multiple layers of corruption that secretly ruled Gotham City, the spawning ground of the world's most iconic villains? And what circumstances created them – the larger-than-life personas who would become Catwoman, The Penguin, The Riddler, Two-Face and The Joker?SHOWAction, Crime, Drama, Mystery, Sci-Fi, ThrillerUSDavid Mazouz, Sean Pertwee, Donal Logue, Ben McKenzie"
The 100,"100 years in the future, when the Earth has been abandoned due to radioactivity, the last surviving humans live on an ark orbiting the planet — but the ark won't last forever. So the repressive regime picks 100 expendable juvenile delinquents to send down to Earth to see if the planet is still habitable.","Drama, Mystery, Sci-Fi","Bob Morley, Eliza Taylor, Lindsey Morgan, Marie Avgeropoulos",https://images-na.ssl-images-amazon.com/images/M/MV5BNzI0NzM4Mjk3MV5BMl5BanBnXkFtZTgwNTg0MDQyMTI@._V1_SX300.jpg,7.6,"100 years in the future, when the Earth has been abandoned due to radioactivity, the last surviving humans live on an ark orbiting the planet — but the ark won't last forever. So the repressive regime picks 100 expendable juvenile delinquents to send down to Earth to see if the planet is still habitable.SHOWDrama, Mystery, Sci-FiUSBob Morley, Eliza Taylor, Lindsey Morgan, Marie Avgeropoulos"
How to Get Away with Murder,"A sexy, suspense-driven legal thriller about a group of ambitious law students and their brilliant, mysterious criminal defense professor. They become entangled in a murder plot and will shake the entire university and change the course of their lives.","Crime, Drama, Mystery, Thriller","Billy Brown, Viola Davis, Jack Falahee, Aja Naomi King",https://images-na.ssl-images-amazon.com/images/M/MV5BYjA3ODQwZmEtZjI5Zi00ZjAwLTk2NTktZmY4NDQyMWVjMDU0XkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_SX300.jpg,8.1,"A sexy, suspense-driven legal thriller about a group of ambitious law students and their brilliant, mysterious criminal defense professor. They become entangled in a murder plot and will shake the entire university and change the course of their lives.SHOWCrime, Drama, Mystery, ThrillerUSBilly Brown, Viola Davis, Jack Falahee, Aja Naomi King"
Reign,"Mary, Queen of Scots, faces political and sexual intrigue in the treacherous world of the French court.","Drama, Fantasy","Celina Sinden, Adelaide Kane, Torrance Coombs, Megan Follows",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwMDgzNjA1Ml5BMl5BanBnXkFtZTgwNjYyNDUzMTI@._V1_SX300.jpg,7.5,"Mary, Queen of Scots, faces political and sexual intrigue in the treacherous world of the French court.SHOWDrama, FantasyUSCelina Sinden, Adelaide Kane, Torrance Coombs, Megan Follows"
BoJack Horseman,"Meet the most beloved sitcom horse of the 90s - 20 years later. BoJack Horseman was the star of the hit TV show ""Horsin' Around,"" but today he's washed up, living in Hollywood, complaining about everything, and wearing colorful sweaters.","Animation, Comedy, Drama","Amy Sedaris, Aaron Paul, Will Arnett, Alison Brie",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxNDYwMzEzM15BMl5BanBnXkFtZTgwNTM0ODkyMjE@._V1_SX300.jpg,8.8,"Meet the most beloved sitcom horse of the 90s - 20 years later. BoJack Horseman was the star of the hit TV show ""Horsin' Around,"" but today he's washed up, living in Hollywood, complaining about everything, and wearing colorful sweaters.SHOWAnimation, Comedy, DramaUSAmy Sedaris, Aaron Paul, Will Arnett, Alison Brie"
House of Cards,"Set in present day Washington, D.C., House of Cards is the story of Frank Underwood, a ruthless and cunning politician, and his wife Claire who will stop at nothing to conquer everything. This wicked political drama penetrates the shadowy world of greed, sex and corruption in modern D.C.",Drama,"Michael Kelly, Kevin Spacey, Justin Doescher, Robin Wright",https://images-na.ssl-images-amazon.com/images/M/MV5BMjM3ODMyMjc3MV5BMl5BanBnXkFtZTgwNDgzNDc5NzE@._V1_SX300.jpg,8.7,"Set in present day Washington, D.C., House of Cards is the story of Frank Underwood, a ruthless and cunning politician, and his wife Claire who will stop at nothing to conquer everything. This wicked political drama penetrates the shadowy world of greed, sex and corruption in modern D.C.SHOWDramaUSMichael Kelly, Kevin Spacey, Justin Doescher, Robin Wright"
Orange Is the New Black,"A crime she committed in her youthful past sends Piper Chapman to a women's prison, where she trades her comfortable New York life for one of unexpected camaraderie and conflict in an eccentric group of fellow inmates.","Comedy, Crime, Drama","Taylor Schilling, Kate Mulgrew, Danielle Brooks, Uzo Aduba",https://images-na.ssl-images-amazon.com/images/M/MV5BMjMzMjAxNDY5MV5BMl5BanBnXkFtZTgwMzAzNTQxODE@._V1_SX300.jpg,8.1,"A crime she committed in her youthful past sends Piper Chapman to a women's prison, where she trades her comfortable New York life for one of unexpected camaraderie and conflict in an eccentric group of fellow inmates.SHOWComedy, Crime, DramaUSTaylor Schilling, Kate Mulgrew, Danielle Brooks, Uzo Aduba"
The Originals,"A spin-off from The Vampire Diaries and set in New Orleans, The Originals centers on the Mikaelson siblings, otherwise known as the world's original vampires: Klaus, Elijah, and Rebekah. Now Klaus must take down his protégé, Marcel, who is now in charge of New Orleans, in order to re-take his city, as he originally built New Orleans. Klaus departed from the city after being chased down by his father Mikael, while it was being constructed and Marcel took charge. As Klaus has returned after many years, his ego has provoked him to become the king of the city. ""Every King needs an heir"" says Klaus, accepting the unborn child. The child is a first to be born to a hybrid and a werewolf.","Drama, Fantasy, Horror, Mystery","Daniel Gillies, Joseph Morgan, Phoebe Tonkin, Charles Michael Davis",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3NTcwODMzNF5BMl5BanBnXkFtZTgwNjcxMjI1MTI@._V1_SX300.jpg,8.3,"A spin-off from The Vampire Diaries and set in New Orleans, The Originals centers on the Mikaelson siblings, otherwise known as the world's original vampires: Klaus, Elijah, and Rebekah. Now Klaus must take down his protégé, Marcel, who is now in charge of New Orleans, in order to re-take his city, as he originally built New Orleans. Klaus departed from the city after being chased down by his father Mikael, while it was being constructed and Marcel took charge. As Klaus has returned after many years, his ego has provoked him to become the king of the city. ""Every King needs an heir"" says Klaus, accepting the unborn child. The child is a first to be born to a hybrid and a werewolf.SHOWDrama, Fantasy, Horror, MysteryUSDaniel Gillies, Joseph Morgan, Phoebe Tonkin, Charles Michael Davis"
Jane the Virgin,"A comedy-drama following a chaste young woman who is accidentally impregnated via artificial insemination as she struggles to inform her devoutly religious family and make the right choices concerning the child. Based on the telenovela ""Juana la virgen.""",Comedy,"Gina Rodriguez, Yael Grobglas, Justin Baldoni, Andrea Navedo",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1NDE5MTY5OV5BMl5BanBnXkFtZTgwNDA3Mzg5NjE@._V1_SX300.jpg,7.8,"A comedy-drama following a chaste young woman who is accidentally impregnated via artificial insemination as she struggles to inform her devoutly religious family and make the right choices concerning the child. Based on the telenovela ""Juana la virgen.""SHOWComedyUSGina Rodriguez, Yael Grobglas, Justin Baldoni, Andrea Navedo"
Marco Polo,"An epic adventure that follows the early years of the famous explorer as he travels the exotic Silk Road to the great Kublai Khan’s court. But Marco soon finds that navigating the Khan’s world of greed, betrayal, sexual intrigue and rivalry will be his greatest challenge yet, even as he becomes a trusted companion to the Khan in his violent quest to become the Emperor of the World.","Adventure, Drama, History","Remy Hii, Joan Chen, Lorenzo Richelmy, Benedict Wong",https://images-na.ssl-images-amazon.com/images/M/MV5BMjM5NTk1MTc4OF5BMl5BanBnXkFtZTgwNTE5ODIxOTE@._V1_SX300.jpg,8.0,"An epic adventure that follows the early years of the famous explorer as he travels the exotic Silk Road to the great Kublai Khan’s court. But Marco soon finds that navigating the Khan’s world of greed, betrayal, sexual intrigue and rivalry will be his greatest challenge yet, even as he becomes a trusted companion to the Khan in his violent quest to become the Emperor of the World.SHOWAdventure, Drama, HistoryUSRemy Hii, Joan Chen, Lorenzo Richelmy, Benedict Wong"
